"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"","
"Denmark,""DNK"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Dominican Republic,""DOM"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Algeria,""DZA"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"East Asia & Pacific (excluding high income),""EAP"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.27272727272727"",""3.20555555555556"",""3.21212121212121"",""3.23636363636364"",""3.3030303030303"",""3.3030303030303"",""3.25641025641026"",""3.22619047619048"",""3.21111111111111"",""3.22222155555556"",""3.18888822222222"",""3.190475"",""3.1547619047619"",""3.1547619047619"",""3.10714278571429"","""","
"Early-demographic dividend,""EAR"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.4"",""3.40555555555556"",""3.44252873563218"",""3.38620689655172"",""3.43103448275862"",""3.41954022988506"",""3.4"",""3.37777777777778"",""3.37096774193548"",""3.36111111111111"",""3.29444411111111"",""3.29310310344828"",""3.27586206896552"",""3.27011494252874"",""3.27586202298851"","""","
"East Asia & Pacific,""EAS"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.27272727272727"",""3.20555555555556"",""3.21212121212121"",""3.23636363636364"",""3.3030303030303"",""3.3030303030303"",""3.25641025641026"",""3.22619047619048"",""3.21111111111111"",""3.22222155555556"",""3.18888822222222"",""3.190475"",""3.1547619047619"",""3.1547619047619"",""3.10714278571429"","""","
"Europe & Central Asia (excluding high income),""ECA"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.61666666666667"",""3.6"",""3.75"",""3.875"",""3.85185185185185"",""3.7962962962963"",""3.77083333333333"",""3.79166666666667"",""3.77083333333333"",""3.4"",""3.366664"",""3.433334"",""3.56666666666667"",""3.46666666666667"",""3.5"","""","
"Europe & Central Asia,""ECS"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.61666666666667"",""3.6"",""3.75"",""3.875"",""3.85185185185185"",""3.7962962962963"",""3.77083333333333"",""3.79166666666667"",""3.77083333333333"",""3.4"",""3.366664"",""3.433334"",""3.56666666666667"",""3.46666666666667"",""3.5"","""","
"Ecuador,""ECU"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Egypt, Arab Rep.,""EGY"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Euro area,""EMU"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Eritrea,""ERI"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.83333333333333"",""1.83333333333333"",""1.83333333333333"",""1.5"",""1.5"",""1.5"",""1.5"",""1.5"",""1.33333333333333"",""1.33333"",""1.33333"",""1.16666666666667"",""1.16666666666667"",""1.33333333333333"",""1.16666666666667"","""","
"Spain,""ESP"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Estonia,""EST"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Ethiopia,""ETH"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.2"",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.16667"",""3"",""3"",""3"",""3.16666666666667"","""","
"European Union,""EUU"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Fragile and conflict affected situations,""FCS"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.94202898550725"",""2.94533333333333"",""2.96"",""2.928"",""3.00617283950617"",""2.99382716049383"",""2.98850574712644"",""2.97311827956989"",""2.99479166666667"",""2.9947915625"",""2.973958125"",""2.94791666666667"",""2.88888888888889"",""2.90625"",""2.84343433333333"","""","
"Finland,""FIN"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Fiji,""FJI"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"France,""FRA"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Faroe Islands,""FRO"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Micronesia, Fed. Sts.,""FSM"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.83333333333333"",""2.83333333333333"",""2.83333333333333"",""2.83333"",""2.83333"",""2.83333"",""2.83333333333333"",""2.83333333333333"",""2.833333"","""","
"Gabon,""GAB"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"United Kingdom,""GBR"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Georgia,""GEO"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.66666666666667"",""4.16666666666667"",""4.66666666666667"",""5"",""5"",""5"",""5"",""5"",""5"","""","""","""","""","""","""","""","
"Ghana,""GHA"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.83333333333333"",""3.83333333333333"",""4"",""4"",""4"",""4.16666666666667"",""4.16666666666667"",""4"",""4"",""3.66667"",""3.66667"",""3.66666666666667"",""3.5"",""3.5"",""3.66666666666667"","""","
"Gibraltar,""GIB"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guinea,""GIN"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.5"",""3.5"",""3.33333333333333"",""3.3"",""3.33333333333333"",""3.16666666666667"",""3"",""2.83333333333333"",""2.83333333333333"",""3"",""3"",""3"",""3"",""3"",""3.16666666666667"","""","
"Gambia, The,""GMB"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.33333333333333"",""3.33333333333333"",""3.5"",""3.3"",""3.33333333333333"",""3.5"",""3.66666666666667"",""3.66666666666667"",""3.66666666666667"",""3.5"",""3.33333"",""3.33333333333333"",""3.33333333333333"",""3.16666666666667"",""3.16666666666667"","""","
"Guinea-Bissau,""GNB"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3"",""3.16666666666667"",""3.16666666666667"",""3.2"",""3.16666666666667"",""3"",""3"",""3"",""3"",""3"",""3"",""2.83333333333333"",""2.83333333333333"",""2.83333333333333"",""2.83333333333333"","""","
"Equatorial Guinea,""GNQ"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Greece,""GRC"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Grenada,""GRD"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4"",""4"",""4"",""4.2"",""4.16666666666667"",""4.33333333333333"",""4"",""4"",""4"",""4"",""3.83333"",""3.83333"",""3.66666666666667"",""3.5"",""3.5"","""","
"Greenland,""GRL"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guatemala,""GTM"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guam,""GUM"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guyana,""GUY"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.5"",""3.5"",""3.5"",""3.5"",""3.5"",""3.5"",""3.33333333333333"",""3.33333333333333"",""3.33333333333333"",""3.33333"",""3.33333"",""3.33333"",""3.33333333333333"",""3.16666666666667"",""3.166667"","""","
"High income,""HIC"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Hong Kong SAR, China,""HKG"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Honduras,""HND"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4"",""4.16666666666667"",""4.33333333333333"",""3.8"",""3.66666666666667"",""3.66666666666667"",""3.83333333333333"",""3.66666666666667"",""3.66666666666667"",""3.66667"",""3.66667"",""3.5"",""3.5"",""3.33333333333333"",""3.333333"","""","
"Heavily indebted poor countries (HIPC),""HPC"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.29166666666667"",""3.28378378378378"",""3.2972972972973"",""3.27027027027027"",""3.25877192982456"",""3.22368421052632"",""3.22368421052632"",""3.21929824561404"",""3.23245614035088"",""3.23684263157895"",""3.22368473684211"",""3.18918936936937"",""3.14035087719298"",""3.16216216216216"",""3.10087721052632"","""","
"Croatia,""HRV"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Haiti,""HTI"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.2"",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.16666666666667"",""3.16667"",""3"",""3.16667"",""3"",""3"",""3.166667"","""","
"Hungary,""HUN"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"IBRD only,""IBD"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.65476190476191"",""3.61666666666667"",""3.72727272727273"",""3.78181818181818"",""3.77272727272727"",""3.74242424242424"",""3.71666666666667"",""3.71666666666667"",""3.71666666666667"",""3.566666"",""3.43333333333333"",""3.416665"",""3.5"",""3.5"",""3.55555566666667"","""","
"IDA & IBRD total,""IBT"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.39912280701754"",""3.38290598290598"",""3.40888888888889"",""3.396"",""3.40476190476191"",""3.38095238095238"",""3.35683760683761"",""3.32916666666667"",""3.33127572016461"",""3.29824561403509"",""3.25877171052632"",""3.23744264840183"",""3.20720720720721"",""3.20776255707763"",""3.17333332888889"","""","
"IDA total,""IDA"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.34139784946237"",""3.33177083333333"",""3.35416666666667"",""3.3296875"",""3.34343434343434"",""3.32070707070707"",""3.30392156862745"",""3.27380952380952"",""3.27699530516432"",""3.27934276995305"",""3.24647863849765"",""3.2323941314554"",""3.19907407407407"",""3.19953051643192"",""3.15740739814815"","""","
"IDA blend,""IDB"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.48717948717949"",""3.42380952380952"",""3.44047619047619"",""3.45"",""3.47619047619048"",""3.48809523809524"",""3.45238095238095"",""3.44047619047619"",""3.45238095238095"",""3.45238"",""3.42856976190476"",""3.39285595238095"",""3.38095238095238"",""3.34523809523809"",""3.35714288095238"","""","
"Indonesia,""IDN"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.66666666666667"",""3.66666666666667"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"IDA only,""IDX"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.30272108843537"",""3.306"",""3.33"",""3.296"",""3.30769230769231"",""3.27564102564102"",""3.26543209876543"",""3.23214285714286"",""3.23391812865497"",""3.23684239766082"",""3.20175450292398"",""3.19298245614035"",""3.1551724137931"",""3.16374269005848"",""3.10919538505747"","""","
"Isle of Man,""IMN"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"India,""IND"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.66666666666667"",""3.66666666666667"",""3.83333333333333"",""3.7"",""3.66666666666667"",""3.66666666666667"",""3.66666666666667"",""3.5"",""3.5"","""","""","""","""","""","""","""","
"Not classified,""INX"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Ireland,""IRL"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Iran, Islamic Rep.,""IRN"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Iraq,""IRQ"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Iceland,""ISL"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Israel,""ISR"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Italy,""ITA"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Jamaica,""JAM"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Jordan,""JOR"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Japan,""JPN"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Kazakhstan,""KAZ"",""CPIA structural policies cluster average (1=low to 6=high)"",""IQ.CPA.STRC.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
